ID,loc,title,bedroom,bathroom,parking_space,zone,rooms,bathroom_ratio,price
2304,0.027980635102978584,8.0,2.0,1.0,1.0,1,3.0,0.3333333333333333,1773337.373
339,0.02674981537704111,3.0,5.0,2.0,1.0,2,7.0,0.2857142857142857,1561699.276
699,0.025847214244686962,,1.0,1.0,4.0,1,2.0,0.5,1197386.554
1924,0.028144744399770247,10.0,4.0,4.0,1.0,1,8.0,0.5,3057426.943
1166,0.028965290883728564,5.0,,2.0,4.0,1,,,1737933.992
5224,0.02674981537704111,5.0,2.0,5.0,,2,7.0,0.7142857142857143,1352688.651
9412,0.027898580454582753,4.0,,7.0,,4,,,2402434.754
4146,0.028637072290145237,9.0,2.0,3.0,6.0,0,5.0,0.6,1175653.731
912,0.028637072290145237,9.0,6.0,4.0,3.0,0,10.0,0.4,1888424.766
5559,0.028390908344957742,7.0,9.0,5.0,3.0,2,14.0,0.35714285714285715,2325720.431
2143,0.028144744399770247,6.0,6.0,,6.0,1,,,2150359.892
9393,,6.0,7.0,1.0,3.0,-1,8.0,0.125,2180767.013
2061,0.026585706080249447,10.0,3.0,1.0,6.0,3,4.0,0.25,3404677.575
345,0.02633954213506195,,2.0,1.0,2.0,0,3.0,0.3333333333333333,2924812.833
8937,0.028637072290145237,8.0,1.0,6.0,2.0,4,7.0,0.8571428571428571,2211945.867
3851,0.028144744399770247,2.0,2.0,6.0,,1,8.0,0.75,1223374.182
11850,0.026667760728645278,,1.0,1.0,2.0,4,2.0,0.5,1573710.472
580,0.028965290883728564,6.0,3.0,2.0,3.0,1,5.0,0.4,1209900.359
8172,0.0288011815869369,3.0,8.0,4.0,5.0,2,12.0,0.3333333333333333,2987254.314
4151,,10.0,7.0,4.0,4.0,-1,11.0,0.36363636363636365,4588418.975
2661,,1.0,,2.0,4.0,-1,,,1391587.767
3588,,7.0,1.0,1.0,2.0,-1,2.0,0.5,871816.0686
1096,0.028144744399770247,9.0,,2.0,1.0,1,,,911141.6687
9591,,5.0,2.0,5.0,4.0,-1,7.0,0.7142857142857143,1427838.076
11884,0.027980635102978584,8.0,3.0,6.0,4.0,1,9.0,0.6666666666666666,2161982.741
11847,0.028062689751374416,,3.0,7.0,2.0,1,10.0,0.7,1907864.606
2962,0.02732419791581193,4.0,5.0,2.0,,0,7.0,0.2857142857142857,1700324.024
459,0.027652416509395258,,6.0,1.0,5.0,2,7.0,0.14285714285714285,1693559.919
1358,0.025847214244686962,1.0,4.0,,1.0,1,,,1452014.704
1908,0.026585706080249447,7.0,1.0,2.0,1.0,3,3.0,0.6666666666666666,1194871.643
5197,0.027570361860999426,8.0,5.0,1.0,6.0,5,6.0,0.16666666666666666,2714322.283
8012,,7.0,4.0,7.0,4.0,-1,11.0,0.6363636363636364,1642354.145
6412,0.025601050299499467,,4.0,6.0,4.0,3,10.0,0.6,2145978.333
2904,0.027570361860999426,4.0,8.0,5.0,1.0,5,13.0,0.38461538461538464,2698886.907
1118,,7.0,9.0,3.0,4.0,-1,12.0,0.25,2289119.981
1328,0.027898580454582753,8.0,5.0,1.0,,4,6.0,0.16666666666666666,3805779.972
3403,0.02830885369656191,5.0,4.0,2.0,1.0,2,6.0,0.3333333333333333,1780230.564
4384,0.027980635102978584,8.0,9.0,,2.0,1,,,3487391.479
9410,0.028555017641749406,4.0,3.0,4.0,2.0,3,7.0,0.5714285714285714,1606348.053
2671,0.028390908344957742,8.0,,2.0,1.0,3,,,2173595.296
7111,,7.0,2.0,4.0,2.0,-1,6.0,0.6666666666666666,1139903.857
10585,0.029129400180520227,8.0,1.0,1.0,1.0,0,2.0,0.5,1339335.707
4316,0.027980635102978584,5.0,8.0,5.0,6.0,5,13.0,0.38461538461538464,3571564.98
8259,0.028555017641749406,5.0,6.0,4.0,3.0,3,10.0,0.4,2655086.904
8062,,4.0,2.0,2.0,3.0,-1,4.0,0.5,1348694.468
12655,0.026667760728645278,2.0,6.0,5.0,1.0,4,11.0,0.45454545454545453,2575723.813
1109,0.028390908344957742,3.0,2.0,,2.0,3,,,1170412.549
166,0.026995979322228605,9.0,,1.0,3.0,4,,,1955502.032
1548,0.0288011815869369,,5.0,2.0,3.0,2,7.0,0.2857142857142857,1794651.65
4448,0.02822679904816608,4.0,6.0,4.0,,5,10.0,0.4,2551258.359
11800,0.026667760728645278,6.0,1.0,2.0,5.0,4,3.0,0.6666666666666666,1581569.604
11358,0.026995979322228605,7.0,1.0,6.0,,4,7.0,0.8571428571428571,1601527.767
1569,0.026913924673832773,2.0,8.0,,5.0,5,,,4125031.276
3819,,7.0,5.0,2.0,4.0,-1,7.0,0.2857142857142857,1975034.419
1054,,6.0,5.0,1.0,5.0,-1,6.0,0.16666666666666666,1989209.345
2917,0.0288011815869369,8.0,1.0,1.0,,2,2.0,0.5,1683261.892
2054,0.026667760728645278,8.0,4.0,2.0,3.0,4,6.0,0.3333333333333333,3334449.837
2742,0.02674981537704111,7.0,3.0,1.0,4.0,2,4.0,0.25,1114262.498
2867,0.028555017641749406,5.0,5.0,2.0,3.0,3,7.0,0.2857142857142857,2227251.634
7492,0.027652416509395258,6.0,2.0,7.0,3.0,2,9.0,0.7777777777777778,1237509.445
5979,0.02478050381554115,7.0,6.0,4.0,,4,10.0,0.4,2224433.89
1375,0.028637072290145237,,4.0,1.0,1.0,0,5.0,0.2,1516782.077
5983,0.027570361860999426,6.0,,5.0,6.0,5,,,1960905.736
1637,0.02773447115779109,3.0,4.0,1.0,2.0,0,5.0,0.2,1551376.95
4556,0.02830885369656191,9.0,6.0,2.0,,5,8.0,0.25,2136245.535
7064,,7.0,8.0,7.0,4.0,-1,15.0,0.4666666666666667,2417316.926
10046,0.0303602199064577,9.0,7.0,3.0,2.0,2,10.0,0.3,1877822.638
862,0.02978583736768688,5.0,5.0,1.0,3.0,3,6.0,0.16666666666666666,2378151.538
9514,,10.0,6.0,7.0,6.0,-1,13.0,0.5384615384615384,4606389.731
1545,0.027898580454582753,3.0,4.0,2.0,3.0,4,6.0,0.3333333333333333,2805531.851
3491,0.02773447115779109,7.0,2.0,,3.0,5,,,1251253.912
2837,0.02674981537704111,9.0,3.0,5.0,1.0,2,8.0,0.625,1077121.62
986,0.02732419791581193,4.0,4.0,2.0,2.0,0,6.0,0.3333333333333333,1425982.708
12453,0.028062689751374416,4.0,8.0,2.0,6.0,1,10.0,0.2,2278253.2
946,0.027898580454582753,,1.0,1.0,3.0,4,2.0,0.5,1571371.816
3262,0.0303602199064577,,2.0,,3.0,2,,,1417200.568
2744,0.028390908344957742,,1.0,1.0,3.0,3,2.0,0.5,783159.8533
10738,0.02830885369656191,5.0,2.0,3.0,,5,5.0,0.6,1958247.437
3847,0.027980635102978584,6.0,5.0,,1.0,5,,,2087906.494
208,0.02773447115779109,8.0,7.0,,6.0,5,,,3421722.154
4888,0.02732419791581193,7.0,8.0,,3.0,0,,,2396496.306
4491,,8.0,6.0,1.0,,-1,7.0,0.14285714285714285,2980808.822
1751,0.026667760728645278,9.0,,2.0,3.0,4,,,1881211.482
8730,0.02822679904816608,2.0,3.0,,6.0,5,,,1576193.306
10377,0.029129400180520227,10.0,1.0,,5.0,0,,,2346329.477
12820,0.028062689751374416,2.0,9.0,4.0,3.0,1,13.0,0.3076923076923077,2298311.185
11870,0.02478050381554115,8.0,,4.0,5.0,4,,,3399851.958
10665,,8.0,8.0,5.0,6.0,-1,13.0,0.38461538461538464,5411096.924
3332,0.026913924673832773,5.0,3.0,2.0,1.0,5,5.0,0.4,5228732.276
1796,0.025601050299499467,7.0,2.0,,4.0,3,,,1007519.684
2612,0.02830885369656191,3.0,1.0,1.0,4.0,5,2.0,0.5,1519943.066
3469,0.026585706080249447,9.0,9.0,6.0,5.0,3,15.0,0.4,2769062.597
1921,0.026667760728645278,8.0,1.0,1.0,6.0,4,2.0,0.5,2227929.345
12834,0.02830885369656191,5.0,1.0,5.0,6.0,2,6.0,0.8333333333333334,1459428.053
7171,0.025601050299499467,7.0,2.0,5.0,,3,7.0,0.7142857142857143,1080581.871
1580,0.026913924673832773,3.0,3.0,1.0,,5,4.0,0.25,5212645.35
6893,0.026913924673832773,2.0,5.0,2.0,5.0,5,7.0,0.2857142857142857,3105434.75
1119,,9.0,2.0,3.0,3.0,-1,5.0,0.6,1007545.337
2507,0.028965290883728564,8.0,5.0,2.0,4.0,1,7.0,0.2857142857142857,2162015.618
3358,0.02773447115779109,10.0,6.0,2.0,3.0,0,8.0,0.25,3634990.892
4630,0.02773447115779109,2.0,6.0,,,5,,,2021426.644
2419,0.0288011815869369,1.0,3.0,2.0,1.0,1,5.0,0.4,822655.9854
512,0.02830885369656191,8.0,8.0,,,5,,,4158608.032
2814,0.026503651431853615,9.0,5.0,1.0,6.0,4,6.0,0.16666666666666666,2209660.953
2030,,3.0,3.0,2.0,4.0,-1,5.0,0.4,1296879.338
3439,0.028062689751374416,10.0,,2.0,3.0,1,,,4218769.98
11193,0.028062689751374416,7.0,,4.0,3.0,1,,,2298311.185
9515,,4.0,6.0,1.0,6.0,-1,7.0,0.14285714285714285,2793574.761
154,0.028144744399770247,10.0,4.0,2.0,,1,6.0,0.3333333333333333,1215468.023
8222,0.028144744399770247,5.0,2.0,,2.0,1,,,1466334.134
464,0.028390908344957742,,5.0,2.0,3.0,3,7.0,0.2857142857142857,1764429.691
6846,0.028555017641749406,5.0,2.0,6.0,1.0,3,8.0,0.75,1743465.232
5229,0.02830885369656191,2.0,8.0,2.0,,2,10.0,0.2,2260692.663
11463,,2.0,6.0,4.0,2.0,-1,10.0,0.4,1888900.317
7604,,8.0,,6.0,1.0,-1,,,3555363.743
1657,0.025847214244686962,2.0,,2.0,,1,,,2418659.827
4792,0.026667760728645278,6.0,9.0,1.0,4.0,4,10.0,0.1,3499687.2
991,,3.0,3.0,4.0,1.0,-1,7.0,0.5714285714285714,2386748.92
11078,0.02773447115779109,8.0,5.0,,6.0,5,,,2943385.267
11336,0.027078033970624436,7.0,8.0,,2.0,0,,,2344350.834
4148,0.028390908344957742,6.0,6.0,4.0,5.0,2,10.0,0.4,1929415.361
503,,10.0,2.0,2.0,2.0,-1,4.0,0.5,2879807.563
4136,,6.0,1.0,6.0,4.0,-1,7.0,0.8571428571428571,1195135.387
12681,0.02633954213506195,5.0,4.0,6.0,,0,10.0,0.6,2057911.199
3142,0.028637072290145237,1.0,,2.0,4.0,0,,,1714459.94
502,,6.0,5.0,2.0,3.0,-1,7.0,0.2857142857142857,1492736.795
1692,0.02674981537704111,4.0,4.0,1.0,2.0,2,5.0,0.2,1311483.536
7603,0.02822679904816608,3.0,5.0,1.0,4.0,5,6.0,0.16666666666666666,2319286.977
5865,0.025847214244686962,9.0,9.0,5.0,6.0,1,14.0,0.35714285714285715,2380374.558
12188,0.02732419791581193,8.0,9.0,1.0,2.0,0,10.0,0.1,3334682.824
9133,0.028390908344957742,8.0,8.0,1.0,5.0,3,9.0,0.1111111111111111,2878368.522
5878,0.025847214244686962,9.0,,1.0,4.0,1,,,970944.8877
3540,,4.0,4.0,,4.0,-1,,,1564805.936
360,0.02773447115779109,8.0,8.0,2.0,4.0,0,10.0,0.2,3197894.981
7385,0.027980635102978584,2.0,4.0,2.0,3.0,1,6.0,0.3333333333333333,1464909.263
2110,,3.0,3.0,1.0,1.0,-1,4.0,0.25,1592590.112
6252,0.02773447115779109,4.0,9.0,4.0,,5,13.0,0.3076923076923077,3014298.747
703,,3.0,4.0,2.0,2.0,-1,6.0,0.3333333333333333,1618243.407
1078,0.028555017641749406,5.0,4.0,2.0,4.0,2,6.0,0.3333333333333333,1565143.68
10589,0.027078033970624436,8.0,5.0,7.0,5.0,0,12.0,0.5833333333333334,2733575.423
7737,,9.0,2.0,6.0,4.0,-1,8.0,0.75,1107991.117
11097,,10.0,8.0,6.0,6.0,-1,14.0,0.42857142857142855,4224290.199
11825,0.027898580454582753,3.0,1.0,3.0,,4,4.0,0.75,2052523.485
7449,0.027078033970624436,9.0,,7.0,4.0,0,,,1839797.352
2772,0.027898580454582753,3.0,,3.0,1.0,4,,,1915888.169
139,0.028390908344957742,,5.0,,3.0,2,,,1640341.976
2303,0.02978583736768688,2.0,2.0,,6.0,3,,,1412029.457
481,0.027898580454582753,2.0,2.0,1.0,2.0,4,3.0,0.3333333333333333,1736188.786
10669,,4.0,1.0,1.0,1.0,-1,2.0,0.5,1278293.175
9191,0.026667760728645278,10.0,6.0,5.0,1.0,4,11.0,0.45454545454545453,5365540.772
3241,0.02732419791581193,6.0,,2.0,2.0,0,,,1251173.153
11280,0.025847214244686962,4.0,2.0,4.0,6.0,1,6.0,0.6666666666666666,1356763.962
3582,0.027570361860999426,2.0,2.0,,1.0,5,,,1189472.753
10176,,4.0,1.0,6.0,1.0,-1,7.0,0.8571428571428571,1520571.33
3356,0.026667760728645278,9.0,2.0,,3.0,4,,,1365830.358
61,0.029129400180520227,9.0,8.0,4.0,,0,12.0,0.3333333333333333,2164506.776
1531,,6.0,3.0,1.0,3.0,-1,4.0,0.25,1163625.519
2390,0.02633954213506195,10.0,,2.0,1.0,0,,,1537558.525
765,0.02978583736768688,9.0,4.0,,2.0,3,,,1484665.631
8395,,,5.0,2.0,,-1,7.0,0.2857142857142857,2654366.116
10594,0.025847214244686962,,9.0,3.0,1.0,1,12.0,0.25,3402655.087
2729,0.026995979322228605,6.0,5.0,2.0,,4,7.0,0.2857142857142857,2388296.94
10751,0.028637072290145237,8.0,7.0,1.0,4.0,4,8.0,0.125,3734018.242
7500,0.02773447115779109,4.0,9.0,4.0,3.0,5,13.0,0.3076923076923077,2935245.457
11230,0.027652416509395258,2.0,7.0,7.0,5.0,2,14.0,0.5,2042113.749
375,0.028965290883728564,2.0,5.0,2.0,2.0,1,7.0,0.2857142857142857,1389278.764
2123,,7.0,2.0,1.0,3.0,-1,3.0,0.3333333333333333,906931.69
1582,0.026667760728645278,4.0,8.0,,2.0,4,,,3221345.622
10572,0.02773447115779109,7.0,9.0,2.0,6.0,0,11.0,0.18181818181818182,2501942.306
423,0.027078033970624436,9.0,3.0,2.0,1.0,0,5.0,0.4,1177260.754
7037,0.027652416509395258,8.0,1.0,3.0,4.0,2,4.0,0.75,1358518.128
2779,0.02830885369656191,,1.0,2.0,3.0,2,3.0,0.6666666666666666,906978.9186
9461,0.02674981537704111,9.0,1.0,6.0,,2,7.0,0.8571428571428571,867487.2377
2109,0.0288011815869369,2.0,1.0,1.0,,2,2.0,0.5,1050514.151
9372,0.028555017641749406,8.0,2.0,4.0,2.0,2,6.0,0.6666666666666666,1555593.55
8144,0.0288011815869369,4.0,6.0,,1.0,1,,,1785763.368
2307,0.028555017641749406,2.0,1.0,,3.0,2,,,789763.4818
5696,0.027570361860999426,2.0,9.0,5.0,,5,14.0,0.35714285714285715,2811459.169
11934,0.027652416509395258,4.0,5.0,2.0,3.0,2,7.0,0.2857142857142857,1635529.03
9713,0.02478050381554115,9.0,7.0,5.0,,4,12.0,0.4166666666666667,2229825.034
11854,0.028390908344957742,6.0,2.0,1.0,1.0,2,3.0,0.3333333333333333,1011506.44
302,0.026503651431853615,9.0,,1.0,1.0,4,,,1359751.006
1368,0.025847214244686962,3.0,2.0,1.0,,1,3.0,0.3333333333333333,1256678.267
11431,0.026585706080249447,4.0,,5.0,5.0,3,,,1461734.897
2239,0.028637072290145237,10.0,2.0,2.0,3.0,4,4.0,0.5,1974566.747
622,0.02732419791581193,6.0,,2.0,3.0,0,,,1090626.698
8828,0.028390908344957742,3.0,,5.0,5.0,2,,,1334858.56
2530,0.025847214244686962,7.0,,2.0,4.0,1,,,1073260.369
1035,0.028062689751374416,10.0,4.0,,1.0,1,,,1582657.425
7322,0.026585706080249447,10.0,4.0,3.0,6.0,3,7.0,0.42857142857142855,3952093.612
3730,0.025601050299499467,2.0,3.0,2.0,2.0,3,5.0,0.4,1131788.361
5917,0.028390908344957742,5.0,1.0,6.0,4.0,2,7.0,0.8571428571428571,1273294.022
7567,0.027980635102978584,10.0,7.0,5.0,,1,12.0,0.4166666666666667,4274975.175
2051,,7.0,6.0,3.0,5.0,-1,9.0,0.3333333333333333,1920037.323
556,0.02978583736768688,8.0,7.0,1.0,1.0,3,8.0,0.125,3327033.232
4532,0.028390908344957742,7.0,5.0,2.0,3.0,2,7.0,0.2857142857142857,1503064.282
6307,0.02830885369656191,2.0,3.0,7.0,2.0,2,10.0,0.7,1414898.594
8999,0.0288011815869369,9.0,5.0,4.0,,1,9.0,0.4444444444444444,1450447.288
2788,0.0288011815869369,9.0,8.0,7.0,,1,15.0,0.4666666666666667,2029157.245
2060,0.027980635102978584,8.0,3.0,1.0,2.0,1,4.0,0.25,1812592.175
7438,0.027570361860999426,10.0,1.0,7.0,,5,8.0,0.875,2882002.553
7702,,3.0,2.0,4.0,2.0,-1,6.0,0.6666666666666666,1232279.345
2369,0.02478050381554115,9.0,2.0,2.0,,4,4.0,0.5,1177694.557
2713,0.025601050299499467,6.0,8.0,4.0,4.0,3,12.0,0.3333333333333333,2298933.409
374,0.027652416509395258,7.0,,1.0,4.0,2,,,1675341.877
7179,0.027980635102978584,,7.0,6.0,6.0,1,13.0,0.46153846153846156,2427238.899
8733,,5.0,9.0,4.0,2.0,-1,13.0,0.3076923076923077,2808286.165
1948,0.028965290883728564,3.0,3.0,2.0,3.0,1,5.0,0.4,1364592.239
2132,,7.0,3.0,2.0,4.0,-1,5.0,0.4,1154684.162
495,0.028965290883728564,,5.0,1.0,3.0,1,6.0,0.16666666666666666,1498411.125
1887,0.02633954213506195,10.0,5.0,2.0,1.0,0,7.0,0.2857142857142857,1742800.39
7972,0.02978583736768688,,7.0,3.0,6.0,3,10.0,0.3,2738693.077
352,0.026667760728645278,8.0,3.0,1.0,1.0,4,4.0,0.25,2670588.491
12283,0.027570361860999426,5.0,7.0,,2.0,5,,,2915364.532
848,0.027652416509395258,6.0,3.0,1.0,4.0,2,4.0,0.25,1144650.498
2904,0.02773447115779109,10.0,3.0,1.0,3.0,0,4.0,0.25,3644909.009
10464,0.0303602199064577,5.0,4.0,4.0,4.0,2,8.0,0.5,2000396.207
10335,0.0303602199064577,8.0,1.0,4.0,1.0,2,5.0,0.8,1492044.363
2681,0.027980635102978584,1.0,5.0,2.0,,1,7.0,0.2857142857142857,1231605.673
158,0.0288011815869369,4.0,4.0,,,1,,,1406973.266
132,0.02822679904816608,6.0,4.0,7.0,3.0,5,11.0,0.6363636363636364,2140936.983
11,,7.0,5.0,2.0,3.0,-1,7.0,0.2857142857142857,2025325.652
8063,0.02732419791581193,8.0,,7.0,3.0,0,,,3418575.901
5082,0.026503651431853615,7.0,6.0,6.0,3.0,4,12.0,0.5,2863373.527
1544,0.028390908344957742,,4.0,1.0,1.0,3,5.0,0.2,1341173.499
1563,0.026913924673832773,,4.0,1.0,3.0,5,5.0,0.2,5799284.76
1916,0.02732419791581193,4.0,2.0,,1.0,0,,,1310128.895
7124,0.028637072290145237,3.0,1.0,4.0,5.0,0,5.0,0.8,1417684.324
2058,0.027652416509395258,1.0,,1.0,1.0,2,,,891060.7188
2275,0.028637072290145237,8.0,4.0,7.0,1.0,4,11.0,0.6363636363636364,3106678.811
309,0.027980635102978584,1.0,3.0,1.0,1.0,5,4.0,0.25,1130947.028
7461,0.026585706080249447,,6.0,7.0,1.0,3,13.0,0.5384615384615384,2537015.098
11263,,8.0,4.0,4.0,1.0,-1,8.0,0.5,2432394.869
6509,0.028965290883728564,2.0,8.0,7.0,,1,15.0,0.4666666666666667,2192080.387
7533,0.026503651431853615,4.0,2.0,5.0,5.0,4,7.0,0.7142857142857143,2127341.16
7425,0.02674981537704111,8.0,1.0,5.0,3.0,2,6.0,0.8333333333333334,1417993.859
11237,0.02674981537704111,4.0,9.0,6.0,4.0,2,15.0,0.4,2558818.882
2735,0.028062689751374416,6.0,1.0,2.0,1.0,1,3.0,0.6666666666666666,947614.0472
7786,0.02773447115779109,4.0,8.0,6.0,4.0,5,14.0,0.42857142857142855,2817585.714
6222,,2.0,1.0,4.0,3.0,-1,5.0,0.8,2018191.481
974,0.028637072290145237,4.0,1.0,2.0,1.0,4,3.0,0.6666666666666666,1338338.878
6538,0.027980635102978584,2.0,9.0,5.0,2.0,5,14.0,0.35714285714285715,2922898.377
11107,0.02830885369656191,9.0,4.0,5.0,,5,9.0,0.5555555555555556,1755760.212
6734,0.026913924673832773,4.0,5.0,,6.0,5,,,3637742.051
12479,0.02773447115779109,8.0,1.0,,,5,,,1936625.802
12904,0.028390908344957742,4.0,6.0,6.0,,2,12.0,0.5,1991086.164
1171,0.0288011815869369,2.0,7.0,5.0,,2,12.0,0.4166666666666667,2391998.44
2727,,8.0,7.0,2.0,1.0,-1,9.0,0.2222222222222222,3390661.839
6306,,3.0,6.0,3.0,6.0,-1,9.0,0.3333333333333333,2071554.06
205,0.02633954213506195,2.0,5.0,7.0,2.0,0,12.0,0.5833333333333334,1790256.208
10368,0.02978583736768688,5.0,2.0,5.0,5.0,3,7.0,0.7142857142857143,2009311.836
3935,,9.0,5.0,7.0,6.0,-1,12.0,0.5833333333333334,3102610.271
1489,,9.0,5.0,,3.0,-1,,,1612701.265
8184,0.028390908344957742,9.0,5.0,2.0,3.0,2,7.0,0.2857142857142857,1370599.534
2473,0.027898580454582753,4.0,8.0,7.0,1.0,4,15.0,0.4666666666666667,3898738.488
11357,0.0288011815869369,,9.0,2.0,3.0,2,11.0,0.18181818181818182,2414981.978
5671,,7.0,1.0,3.0,2.0,-1,4.0,0.75,934465.7735
8517,,6.0,1.0,2.0,4.0,-1,3.0,0.6666666666666666,2161761.38
3265,0.026667760728645278,9.0,1.0,1.0,2.0,4,2.0,0.5,1264095.263
12128,0.02830885369656191,,3.0,3.0,1.0,5,6.0,0.5,1476451.94
1302,0.0288011815869369,3.0,,2.0,4.0,2,,,1988432.206
4985,0.0303602199064577,7.0,8.0,,4.0,2,,,2229367.811
2527,0.027980635102978584,10.0,4.0,1.0,4.0,5,5.0,0.2,2100250.633
11377,0.028390908344957742,9.0,,5.0,2.0,2,,,1598320.682
3545,0.025847214244686962,5.0,4.0,1.0,3.0,1,5.0,0.2,1771604.467
11874,0.02773447115779109,6.0,2.0,,2.0,0,,,1157349.797
5472,0.02633954213506195,9.0,2.0,2.0,6.0,0,4.0,0.5,1034790.218
8750,0.026503651431853615,10.0,2.0,2.0,6.0,4,4.0,0.5,4036985.829
2397,0.0303602199064577,3.0,2.0,1.0,,2,3.0,0.3333333333333333,1280937.468
1757,0.026667760728645278,7.0,3.0,2.0,2.0,4,5.0,0.4,1703371.531
593,0.028637072290145237,7.0,3.0,1.0,4.0,0,4.0,0.25,1399172.155
1263,0.02822679904816608,7.0,,1.0,5.0,5,,,1970124.616
2577,0.0303602199064577,8.0,1.0,2.0,6.0,2,3.0,0.6666666666666666,1559406.127
3831,0.02978583736768688,4.0,3.0,5.0,6.0,3,8.0,0.625,1918621.444
2443,,1.0,4.0,1.0,4.0,-1,5.0,0.2,1376224.065
10262,,9.0,8.0,7.0,2.0,-1,15.0,0.4666666666666667,2173862.345
8694,0.026585706080249447,10.0,4.0,3.0,1.0,3,7.0,0.42857142857142855,3643037.538
11919,0.028390908344957742,10.0,5.0,5.0,4.0,2,10.0,0.5,3198735.237
9695,,,4.0,6.0,3.0,-1,10.0,0.6,1590208.673
473,0.029129400180520227,,1.0,1.0,3.0,0,2.0,0.5,924748.9122
9924,0.026995979322228605,7.0,7.0,7.0,3.0,4,14.0,0.5,2972007.921
1721,,9.0,2.0,1.0,4.0,-1,3.0,0.3333333333333333,1305602.15
11993,0.02732419791581193,9.0,5.0,2.0,4.0,0,7.0,0.2857142857142857,1521282.324
5822,0.028144744399770247,2.0,,2.0,6.0,1,,,1909533.091
879,0.0288011815869369,3.0,4.0,2.0,3.0,1,6.0,0.3333333333333333,1439441.812
187,0.02830885369656191,2.0,5.0,7.0,3.0,2,12.0,0.5833333333333334,1811076.828
1107,0.02773447115779109,,5.0,2.0,4.0,0,7.0,0.2857142857142857,1778434.041
4557,0.025601050299499467,6.0,3.0,7.0,4.0,3,10.0,0.7,1437631.189
12534,0.028390908344957742,9.0,8.0,2.0,6.0,2,10.0,0.2,1941123.368
1351,0.025601050299499467,2.0,8.0,,4.0,3,,,2182889.183
9666,0.027898580454582753,3.0,9.0,1.0,4.0,4,10.0,0.1,4278386.098
193,0.028637072290145237,5.0,5.0,,4.0,0,,,2178587.865
12844,0.028555017641749406,10.0,,3.0,6.0,2,,,2869366.109
2081,0.028390908344957742,9.0,5.0,2.0,2.0,3,7.0,0.2857142857142857,1318419.911
2580,0.028637072290145237,10.0,,1.0,2.0,0,,,4924779.76
8603,0.028637072290145237,7.0,7.0,6.0,5.0,4,13.0,0.46153846153846156,2792926.902
7875,0.02773447115779109,,2.0,2.0,6.0,0,4.0,0.5,1286283.044
2122,,9.0,1.0,2.0,4.0,-1,3.0,0.6666666666666666,1030935.216
267,,,,4.0,2.0,-1,,,4141344.745
7622,0.028144744399770247,,3.0,5.0,5.0,1,8.0,0.625,1560751.271
516,0.026585706080249447,5.0,1.0,2.0,2.0,3,3.0,0.6666666666666666,1585331.253
915,0.02830885369656191,1.0,5.0,2.0,,5,7.0,0.2857142857142857,1643481.349
3815,0.026667760728645278,3.0,2.0,2.0,,4,4.0,0.5,1962684.199
2237,0.02773447115779109,,3.0,2.0,1.0,5,5.0,0.4,1826850.145
400,0.02830885369656191,2.0,4.0,2.0,3.0,2,6.0,0.3333333333333333,1407931.29
6109,0.02674981537704111,10.0,2.0,2.0,5.0,2,4.0,0.5,2201831.593
2096,0.026585706080249447,6.0,,2.0,4.0,3,,,1300304.18
3780,0.02978583736768688,9.0,4.0,2.0,2.0,3,6.0,0.3333333333333333,1585248.227
10966,0.027078033970624436,,4.0,5.0,5.0,0,9.0,0.5555555555555556,2072096.231
4324,0.027898580454582753,7.0,7.0,1.0,,4,8.0,0.125,3066065.157
7219,0.026503651431853615,7.0,2.0,4.0,2.0,4,6.0,0.6666666666666666,1755740.439
12468,0.027078033970624436,2.0,7.0,3.0,5.0,0,10.0,0.3,2115285.545
2246,0.028965290883728564,6.0,3.0,2.0,2.0,1,5.0,0.4,1192828.07
1276,0.027652416509395258,10.0,3.0,,1.0,2,,,3360202.747
7182,0.026995979322228605,7.0,1.0,4.0,5.0,4,5.0,0.8,1507553.209
7659,0.026913924673832773,7.0,6.0,,2.0,5,,,3465366.708
3222,0.028637072290145237,6.0,,7.0,2.0,0,,,1725284.602
12683,0.02478050381554115,8.0,6.0,2.0,2.0,4,8.0,0.25,3145719.094
9600,0.0288011815869369,4.0,,1.0,2.0,1,,,1775423.264
10020,0.025847214244686962,8.0,7.0,2.0,2.0,1,9.0,0.2222222222222222,2876926.039
653,0.027652416509395258,6.0,9.0,6.0,2.0,2,15.0,0.4,2517828.287
11343,0.02773447115779109,10.0,8.0,,5.0,0,,,4446383.259
8206,0.029129400180520227,4.0,8.0,1.0,3.0,0,9.0,0.1111111111111111,2389469.471
11803,0.0288011815869369,7.0,2.0,7.0,2.0,2,9.0,0.7777777777777778,1368792.551
1335,,6.0,8.0,4.0,2.0,-1,12.0,0.3333333333333333,2685592.488
1244,0.025601050299499467,10.0,3.0,2.0,3.0,3,5.0,0.4,3569144.376
2377,0.026503651431853615,7.0,1.0,2.0,1.0,4,3.0,0.6666666666666666,1478077.683
4854,0.02830885369656191,6.0,,2.0,4.0,5,,,1423369.494
8954,0.027980635102978584,9.0,5.0,4.0,,1,9.0,0.4444444444444444,1594318.858
6120,0.028637072290145237,,1.0,1.0,6.0,0,2.0,0.5,1314811.599
714,0.028144744399770247,4.0,2.0,,3.0,1,,,1224376.101
902,0.02830885369656191,5.0,4.0,2.0,2.0,2,6.0,0.3333333333333333,1697565.706
7260,,4.0,5.0,3.0,6.0,-1,8.0,0.375,2645353.2
